net,length_um
_1861_,6.6
_1934_,6.6
net311,6.6
net569,6.6
net584,6.6
net610,6.6
net707,6.6
net747,6.6
_0395_,6.585
net194,6.565
_0495_,6.54
_0564_,6.54
instance_0.mem\[1\]\[25\],6.54
net494,6.54
_1629_,6.52
_1704_,6.52
instance_0.mem\[0\]\[13\],6.52
instance_0.mem\[2\]\[11\],6.52
instance_1.rdata\[42\],6.52
_0582_,6.5
net560,6.5
net640,6.5
net788,6.5
net198,6.485
net326,6.485
_1246_,6.48
net546,6.48
_0626_,6.465
net453,6.44
_0045_,6.425
net348,6.425
net226,6.42
_0060_,6.405
instance_0.mem\[2\]\[55\],6.405
instance_0.mem\[1\]\[46\],6.4
instance_0.rdata\[61\],6.4
instance_1.mem\[1\]\[68\],6.4
net636,6.38
_0258_,6.365
_0273_,6.365
_0430_,6.365
_0614_,6.365
_0631_,6.365
instance_0.mem\[2\]\[35\],6.365
wdata[27],6.31
wdata[52],6.31
_0121_,6.3
_0162_,6.3
_1535_,6.3
_1559_,6.3
_1770_,6.3
_1804_,6.3
_1806_,6.3
_1929_,6.3
instance_1.mem\[0\]\[36\],6.3
net163,6.3
net341,6.3
_0661_,6.285
_1395_,6.28
_2034_,6.28
instance_0.mem\[1\]\[68\],6.28
instance_0.mem\[3\]\[21\],6.28
_0332_,6.265
_0844_,6.26
_1207_,6.26
_1370_,6.26
_1564_,6.26
_1696_,6.26
_1747_,6.26
_1887_,6.26
instance_0.mem\[2\]\[24\],6.26
instance_1.mem\[1\]\[56\],6.26
instance_1.rdata\[30\],6.26
net241,6.26
net534,6.26
_0363_,6.225
_0587_,6.225
_0618_,6.225
net457,6.22
_1045_,6.2
_1097_,6.2
_1820_,6.2
_0360_,6.185
_0478_,6.185
_0508_,6.185
_0206_,6.18
_0219_,6.18
_1116_,6.18
_1247_,6.18
_1588_,6.18
_1601_,6.18
_1797_,6.18
_1832_,6.18
_1857_,6.18
_1884_,6.18
instance_0.mem\[1\]\[65\],6.18
instance_1.mem\[3\]\[30\],6.18
net315,6.18
net415,6.18
net518,6.18
net583,6.18
net612,6.18
net733,6.18
net744,6.18
net813,6.18
_0439_,6.165
_0637_,6.165
_0632_,6.16
_1209_,6.16
instance_1.rdata\[22\],6.16
_1236_,6.14
_1340_,6.14
_1478_,6.14
_1506_,6.14
_1605_,6.14
_1650_,6.14
_1662_,6.14
_1737_,6.14
_1778_,6.14
_1822_,6.14
_1834_,6.14
_1921_,6.14
_1959_,6.14
_2023_,6.14
_2027_,6.14
_2031_,6.14
net205,6.14
net548,6.14
net872,6.14
net905,6.14
_1263_,6.12
instance_1.rdata\[61\],6.12
wdata[53],6.11
_0339_,6.105
net308,6.105
_0027_,6.1
_0442_,6.08
net397,6.08
net616,6.08
net767,6.08
net807,6.08
_0476_,6.065
_0589_,6.065
net232,6.065
net352,6.065
instance_0.mem\[0\]\[3\],6.06
net412,6.04
net477,6.04
net478,6.04
net844,6.04
net906,6.04
net338,6.025
net372,6.025
_1156_,6.02
_1786_,6.02
net696,6.02
_0327_,6.005
_0336_,6.005
_0154_,5.98
_0193_,5.98
net425,5.98
net523,5.98
net656,5.98
wdata[29],5.97
wdata[44],5.97
_0335_,5.965
net644,5.96
instance_0.mem\[1\]\[39\],5.95
_0123_,5.94
_0392_,5.94
instance_0.rdata\[11\],5.94
instance_0.rdata\[12\],5.94
instance_1.mem\[3\]\[16\],5.94
net469,5.94
_0629_,5.905
_0287_,5.895
_0375_,5.895
_0522_,5.865
_0747_,5.84
_0870_,5.84
_0984_,5.84
_1524_,5.84
_1552_,5.84
_1583_,5.84
_1670_,5.84
_1691_,5.84
_1721_,5.84
_1840_,5.84
_1850_,5.84
_1851_,5.84
instance_1.rdata\[51\],5.84
net149,5.84
net441,5.84
net293,5.82
_0055_,5.805
_0400_,5.805
_0678_,5.805
_0136_,5.8
_0141_,5.8
_0789_,5.8
_0837_,5.8
_1307_,5.8
_1337_,5.8
_1636_,5.8
_1728_,5.8
_1776_,5.8
_1800_,5.8
_1868_,5.8
_1907_,5.8
_1970_,5.8
instance_0.rdata\[42\],5.8
net165,5.8
net207,5.8
_0092_,5.795
_0054_,5.765
_0407_,5.765
_0616_,5.765
_0664_,5.765
net196,5.765
net320,5.765
net358,5.765
_0099_,5.755
rdata[59],5.75
rdata[61],5.75
_0957_,5.74
_1625_,5.74
_1808_,5.74
_1503_,5.72
_1553_,5.72
_1572_,5.72
_1779_,5.72
_1859_,5.72
_1937_,5.72
_1984_,5.72
instance_0.mem\[1\]\[41\],5.72
instance_1.mem\[0\]\[23\],5.72
net189,5.72
net486,5.72
net571,5.72
_1801_,5.7
instance_0.mem\[1\]\[64\],5.7
net444,5.7
_0759_,5.68
_0929_,5.68
_0992_,5.68
_1253_,5.68
_1292_,5.68
_1484_,5.68
_1640_,5.68
_1671_,5.68
_1774_,5.68
_1909_,5.68
_1913_,5.68
_1953_,5.68
_1979_,5.68
_1986_,5.68
_1999_,5.68
_2042_,5.68
instance_0.mem\[3\]\[41\],5.68
net279,5.68
net499,5.68
net735,5.68
_0306_,5.645
wdata[18],5.63
wdata[46],5.63
wdata[60],5.63
wdata[64],5.63
_0041_,5.62
_0163_,5.62
_0656_,5.62
_0705_,5.62
net437,5.62
net540,5.62
_0079_,5.605
_0144_,5.605
_0357_,5.605
_0362_,5.605
_0501_,5.605
_0717_,5.605
net204,5.605
_2040_,5.6
instance_0.mem\[2\]\[63\],5.6
net792,5.6
_1584_,5.58
net468,5.58
net606,5.58
net858,5.58
_0408_,5.555
_0412_,5.545
net550,5.52
net605,5.52
net665,5.52
net772,5.52
net783,5.52
net946,5.52
_0053_,5.505
_0277_,5.505
_0358_,5.505
_0296_,5.5
net513,5.5
net979,5.5
instance_0.mem\[2\]\[5\],5.495
_0231_,5.48
_0298_,5.465
_0487_,5.465
net460,5.46
_0285_,5.445
_0415_,5.445
net840,5.44
_0265_,5.435
_0652_,5.435
_0255_,5.425
net306,5.425
net316,5.425
net826,5.4
_0090_,5.385
_0118_,5.38
_0124_,5.38
_0209_,5.38
_1001_,5.38
_1017_,5.38
_1513_,5.38
_1540_,5.38
_1673_,5.38
_1718_,5.38
_1946_,5.38
_2002_,5.38
instance_1.mem\[1\]\[64\],5.38
net193,5.38
net470,5.38
net544,5.38
net800,5.38
net815,5.38
net961,5.38
net980,5.38
_1920_,5.36
net233,5.36
_0146_,5.34
_0168_,5.34
_0235_,5.34
_0850_,5.34
_0889_,5.34
_1012_,5.34
_1184_,5.34
_1667_,5.34
_1956_,5.34
_1991_,5.34
_1725_,5.32
_0031_,5.315
_0581_,5.315
net192,5.315
_0321_,5.305
_0465_,5.305
net150,5.305
wdata[45],5.29
wdata[48],5.29
wdata[50],5.29
wr_n,5.29
instance_0.mem\[2\]\[2\],5.285
_0781_,5.28
_0989_,5.28
_1674_,5.28
_1705_,5.28
instance_0.mem\[0\]\[16\],5.28
_0015_,5.265
_0645_,5.265
_0976_,5.26
_0998_,5.26
_1062_,5.26
_1216_,5.26
_1455_,5.26
_1689_,5.26
_1731_,5.26
_1790_,5.26
instance_0.mem\[3\]\[27\],5.26
net257,5.26
net387,5.26
net466,5.26
_0502_,5.24
_1414_,5.22
_1677_,5.22
_1835_,5.22
net400,5.22
net642,5.22
net690,5.22
net730,5.22
_0040_,5.185
_0445_,5.185
net164,5.185
_0667_,5.165
net508,5.16
net520,5.16
net602,5.16
net910,5.16
_1733_,5.14
_1849_,5.14
instance_0.mem\[1\]\[19\],5.14
instance_1.rdata\[41\],5.14
net454,5.14
net501,5.14
net599,5.14
_1309_,5.12
instance_0.rdata\[66\],5.12
net384,5.12
net672,5.12
net693,5.12
net773,5.12
net789,5.12
net859,5.12
net951,5.12
net958,5.12
net975,5.12
_0346_,5.095
_0441_,5.085
net354,5.085
net479,5.06
net757,5.06
net266,5.045
_0216_,5.02
net866,5
_0057_,4.985
_0405_,4.985
_0509_,4.985
net318,4.985
instance_1.mem\[3\]\[37\],4.98
_0058_,4.975
_0473_,4.975
_0550_,4.975
rdata[44],4.95
rdata[58],4.95
wdata[58],4.95
net307,4.94
_0806_,4.92
_1008_,4.92
_1739_,4.92
_1789_,4.92
instance_0.mem\[1\]\[30\],4.92
instance_1.rdata\[60\],4.92
net347,4.92
net585,4.92
net739,4.92
net746,4.92
net827,4.92
net888,4.92
_1289_,4.9
net168,4.9
_0125_,4.88
_0166_,4.88
_0247_,4.88
_1005_,4.88
_1083_,4.88
_1573_,4.88
_1644_,4.88
_1781_,4.88
_1841_,4.88
_1843_,4.88
_1899_,4.88
_1914_,4.88
_1973_,4.88
instance_0.mem\[1\]\[23\],4.88
net337,4.88
net373,4.88
net843,4.88
_0290_,4.845
_0459_,4.845
_0520_,4.845
net252,4.845
_0498_,4.84
_0733_,4.82
_0748_,4.82
_1511_,4.82
_1814_,4.82
_1856_,4.82
_2012_,4.82
_0436_,4.805
_0760_,4.8
_0910_,4.8
_1431_,4.8
_1560_,4.8
_1598_,4.8
_1971_,4.8
_2035_,4.8
net237,4.8
net273,4.8
net854,4.8
net867,4.8
_1402_,4.76
_1590_,4.76
_1741_,4.76
_1833_,4.76
net321,4.76
net455,4.76
_0035_,4.755
rdata[17],4.73
_0544_,4.725
net364,4.725
_0658_,4.72
_0106_,4.7
_0350_,4.7
_0531_,4.7
_0689_,4.7
net551,4.7
net576,4.7
net598,4.7
net713,4.7
net749,4.7
net774,4.7
net829,4.7
net806,4.68
_1465_,4.66
net406,4.66
net882,4.66
net947,4.66
_0093_,4.635
_0603_,4.625
_0657_,4.625
_0719_,4.625
net328,4.625
wdata[61],4.61
net287,4.6
net504,4.6
_0028_,4.585
_0283_,4.585
_0347_,4.585
net346,4.585
_0103_,4.58
_0370_,4.58
_0384_,4.58
_1768_,4.56
instance_0.mem\[1\]\[62\],4.56
instance_1.mem\[1\]\[42\],4.56
net836,4.56
_0005_,4.555
_0248_,4.505
_0584_,4.505
_0260_,4.465
_0122_,4.46
_0147_,4.46
_0731_,4.46
_1183_,4.46
_1842_,4.46
_1941_,4.46
_2006_,4.46
instance_0.rdata\[1\],4.46
instance_1.rdata\[59\],4.46
net175,4.46
net579,4.46
net770,4.46
net784,4.46
net830,4.46
_1064_,4.435
_0148_,4.42
_0178_,4.42
_1470_,4.42
_1516_,4.42
_1836_,4.42
_1923_,4.42
instance_1.mem\[2\]\[26\],4.42
address[2],4.39
rdata[27],4.39
rdata[29],4.39
rdata[50],4.39
rdata[51],4.39
rdata[53],4.39
rdata[9],4.39
_0457_,4.385
_0600_,4.385
net178,4.385
net286,4.385
net314,4.385
_0463_,4.36
_0775_,4.36
_0787_,4.36
_1568_,4.36
_1975_,4.36
_0732_,4.34
_1109_,4.34
_1137_,4.34
_1192_,4.34
_1508_,4.34
_1684_,4.34
_1717_,4.34
_1735_,4.34
_1807_,4.34
_1813_,4.34
_1916_,4.34
net339,4.34
net422,4.34
net586,4.34
net595,4.34
net883,4.34
_0089_,4.295
_0595_,4.295
net246,4.295
rdata[57],4.27
rdata[60],4.27
rdata[64],4.27
_0270_,4.265
_0422_,4.265
_0558_,4.265
_0644_,4.265
net310,4.265
_0660_,4.26
_0323_,4.24
_0472_,4.24
_0699_,4.24
net410,4.24
net495,4.24
net533,4.24
net678,4.24
net704,4.24
net794,4.24
net908,4.24
net914,4.24
net930,4.24
net939,4.24
_1392_,4.22
net702,4.22
net691,4.2
net699,4.2
net756,4.2
net893,4.2
net927,4.2
_0554_,4.165
net210,4.165
_0116_,4.14
_0182_,4.14
_0243_,4.14
net677,4.14
net793,4.14
net965,4.14
_0012_,4.125
_0601_,4.125
net182,4.125
_0325_,4.12
_0708_,4.12
net432,4.12
_0309_,4.085
_0588_,4.085
_0111_,4.025
_0047_,4.02
_0167_,4
_0172_,4
_0198_,4
_0210_,4
_0242_,4
_0771_,4
_0925_,4
_1252_,4
_1474_,4
_1637_,4
_1653_,4
_1655_,4
_1962_,4
instance_1.rdata\[56\],4
net187,4
net428,4
net465,4
net659,4
net751,4
_0859_,3.98
_0084_,3.965
_0333_,3.965
net254,3.965
net362,3.965
address[0],3.93
wdata[24],3.93
wdata[49],3.93
wdata[59],3.93
_0253_,3.925
_0341_,3.925
_0382_,3.925
_0427_,3.925
_0506_,3.925
_0615_,3.925
_0706_,3.925
_0710_,3.925
net222,3.925
net230,3.925
net248,3.925
_0953_,3.9
_1230_,3.9
_1497_,3.9
_1579_,3.9
_1723_,3.9
net327,3.9
_0755_,3.88
_1051_,3.88
_1374_,3.88
_1453_,3.88
_1500_,3.88
_1509_,3.88
_1551_,3.88
_1556_,3.88
_1922_,3.88
_2013_,3.88
net173,3.88
net333,3.88
net369,3.88
net411,3.88
net536,3.88
net557,3.88
net621,3.88
net630,3.88
net703,3.88
_0356_,3.805
_0380_,3.805
_0513_,3.805
net176,3.805
_0313_,3.78
_0434_,3.78
_0444_,3.78
_1675_,3.78
net391,3.78
net398,3.78
net572,3.78
net717,3.78
net795,3.78
net833,3.78
net493,3.74
net709,3.74
net852,3.74
net881,3.74
_0101_,3.705
_0685_,3.705
net224,3.705
net344,3.705
net370,3.705
_0126_,3.68
_1072_,3.68
net562,3.68
net652,3.68
net671,3.68
net799,3.68
_1114_,3.66
net573,3.66
instance_0.mem\[2\]\[12\],3.64
net846,3.64
net916,3.64
_0712_,3.615
_0159_,3.585
_0455_,3.585
_0505_,3.585
net247,3.56
net251,3.56
net263,3.56
net303,3.56
_0131_,3.54
_0155_,3.54
_0222_,3.54
_0734_,3.54
_0763_,3.54
_0776_,3.54
_0914_,3.54
_1006_,3.54
_1032_,3.54
_1229_,3.54
_1603_,3.54
_1712_,3.54
_1785_,3.54
_1875_,3.54
_1948_,3.54
_1958_,3.54
_2019_,3.54
instance_1.mem\[1\]\[24\],3.54
net161,3.54
net183,3.54
net215,3.54
net297,3.54
net305,3.54
net564,3.54
net566,3.54
net645,3.54
net667,3.54
net668,3.54
net847,3.54
net865,3.54
net875,3.54
net931,3.54
net969,3.54
_1897_,3.52
_0065_,3.505
_0311_,3.505
_0349_,3.505
_0426_,3.505
_0469_,3.505
net366,3.505
_0018_,3.465
_0175_,3.465
_0268_,3.465
_0338_,3.465
_0401_,3.465
_0425_,3.465
_0497_,3.465
_0571_,3.465
_0612_,3.465
net180,3.465
net312,3.465
net334,3.465
_0754_,3.44
_0827_,3.44
_0944_,3.44
_1102_,3.44
_1493_,3.44
_1694_,3.44
_1703_,3.44
_2026_,3.44
_2029_,3.44
_0728_,3.42
_0762_,3.42
_0938_,3.42
_1120_,3.42
_1213_,3.42
_1351_,3.42
_1360_,3.42
_1377_,3.42
_1383_,3.42
_1468_,3.42
_1558_,3.42
_1627_,3.42
_1763_,3.42
_1812_,3.42
_1821_,3.42
_1873_,3.42
_1988_,3.42
_2045_,3.42
net179,3.42
net271,3.42
net277,3.42
net331,3.42
net375,3.42
net399,3.42
net433,3.42
net440,3.42
net490,3.42
net592,3.42
net601,3.42
net680,3.42
net871,3.42
net895,3.42
net915,3.42
_0173_,3.405
_0461_,3.405
_0610_,3.405
_0070_,3.345
_0340_,3.345
_0482_,3.345
_0539_,3.345
_0542_,3.345
_0590_,3.345
_0607_,3.345
_0679_,3.345
_0044_,3.34
_0458_,3.34
_0484_,3.32
_0562_,3.32
net258,3.32
net392,3.32
net500,3.32
net502,3.32
net506,3.32
net521,3.32
net528,3.32
net545,3.32
net578,3.32
net604,3.32
net724,3.32
net750,3.32
net835,3.32
instance_1.mem\[2\]\[11\],3.3
net525,3.3
_0642_,3.275
_0337_,3.245
_0404_,3.245
_0423_,3.245
_0585_,3.245
_0646_,3.245
_0682_,3.245
_0695_,3.245
_0707_,3.245
_0714_,3.245
net162,3.245
net250,3.245
net292,3.245
_0464_,3.235
_0187_,3.225
_0466_,3.225
_0176_,3.22
net383,3.22
net452,3.22
net505,3.22
net582,3.22
net589,3.22
net760,3.22
net857,3.22
net945,3.22
net959,3.22
_0137_,3.18
_1296_,3.18
net759,3.18
_0372_,3.175
_0527_,3.175
_0608_,3.175
_0702_,3.175
net302,3.175
_0418_,3.165
_0062_,3.145
_0438_,3.145
_0318_,3.125
_0095_,3.1
net575,3.1
_0170_,3.08
_0183_,3.08
_0194_,3.08
_0195_,3.08
_0252_,3.08
_0739_,3.08
_0785_,3.08
_0855_,3.08
_1310_,3.08
_1325_,3.08
_1565_,3.08
_1567_,3.08
_1593_,3.08
_1645_,3.08
_1732_,3.08
_1749_,3.08
_1757_,3.08
_1784_,3.08
_1829_,3.08
_1864_,3.08
_1866_,3.08
_1977_,3.08
net167,3.08
net177,3.08
net527,3.08
net530,3.08
net728,3.08
net778,3.08
net880,3.08
_0687_,3.075
_0263_,3.045
_0275_,3.045
_0462_,3.045
_0510_,3.045
_0680_,3.045
_0541_,3.005
_0561_,3.005
_0591_,3.005
_0605_,3.005
_0641_,3.005
_0653_,3.005
_0700_,3.005
net156,3.005
net216,3.005
_0085_,2.98
_0534_,2.98
_1103_,2.98
_1172_,2.98
_1574_,2.98
_1719_,2.98
_1803_,2.98
_1869_,2.98
net423,2.98
_0829_,2.96
_0868_,2.96
_1561_,2.96
_1614_,2.96
_1618_,2.96
_1634_,2.96
_1900_,2.96
_1927_,2.96
_1994_,2.96
_2000_,2.96
_2005_,2.96
_2038_,2.96
net181,2.96
net201,2.96
net213,2.96
net231,2.96
net353,2.96
net464,2.96
net516,2.96
net532,2.96
net535,2.96
net588,2.96
net761,2.96
net814,2.96
_0105_,2.945
_0628_,2.945
_0112_,2.935
net152,2.925
_0016_,2.885
_0102_,2.885
_0328_,2.885
_0432_,2.885
_0650_,2.885
_0000_,2.88
_0351_,2.88
_0371_,2.88
_0477_,2.88
_0611_,2.88
_0021_,2.86
_0063_,2.86
_0081_,2.86
_0087_,2.86
_0320_,2.86
_0447_,2.86
_0490_,2.86
_0518_,2.86
net381,2.86
net388,2.86
net563,2.86
net596,2.86
net634,2.86
net679,2.86
net686,2.86
net700,2.86
net775,2.86
net791,2.86
net808,2.86
net925,2.86
net940,2.86
net475,2.84
net877,2.84
_0547_,2.835
net300,2.835
_0011_,2.785
_0108_,2.785
_0299_,2.785
_0344_,2.785
_0494_,2.785
_0525_,2.785
_0557_,2.785
_0572_,2.785
_0672_,2.785
net172,2.785
net360,2.785
_1125_,2.76
_1221_,2.76
net436,2.76
net603,2.76
net608,2.76
net617,2.76
net619,2.76
net625,2.76
net649,2.76
net684,2.76
net697,2.76
net706,2.76
net719,2.76
net721,2.76
net740,2.76
net742,2.76
net762,2.76
net765,2.76
net779,2.76
net781,2.76
net823,2.76
net952,2.76
_0010_,2.715
_0082_,2.715
_0096_,2.715
_0153_,2.715
_0324_,2.715
_0373_,2.715
_0429_,2.715
_0471_,2.715
_0483_,2.715
_0533_,2.715
_0668_,2.715
_0674_,2.715
net350,2.715
_0066_,2.705
_0302_,2.705
_0310_,2.705
_0417_,2.705
_0598_,2.705
_0651_,2.705
_0673_,2.705
_0634_,2.685
_0179_,2.62
_0254_,2.62
_0752_,2.62
_0773_,2.62
_0792_,2.62
_0801_,2.62
_1000_,2.62
_1291_,2.62
_1305_,2.62
_1334_,2.62
_1390_,2.62
_1403_,2.62
_1610_,2.62
_1622_,2.62
_1890_,2.62
_1957_,2.62
instance_1.mem\[0\]\[14\],2.62
instance_1.rdata\[4\],2.62
net191,2.62
net223,2.62
net259,2.62
net345,2.62
net359,2.62
net371,2.62
net559,2.62
net590,2.62
net904,2.62
net919,2.62
_0300_,2.595
_0433_,2.595
_0009_,2.585
_0064_,2.585
_0301_,2.585
_0365_,2.585
_0440_,2.585
_0621_,2.585
_0692_,2.585
net294,2.585
_0237_,2.545
_0239_,2.545
_0246_,2.545
_0266_,2.545
_0359_,2.545
_0390_,2.545
_0409_,2.545
_0410_,2.545
_0496_,2.545
_0538_,2.545
_0624_,2.545
_0686_,2.545
net208,2.545
net214,2.545
net218,2.545
net238,2.545
_0540_,2.52
_0848_,2.52
_0927_,2.52
_0987_,2.52
_1191_,2.52
_1240_,2.52
_1303_,2.52
_1417_,2.52
_1425_,2.52
_1452_,2.52
_1480_,2.52
_1619_,2.52
_1632_,2.52
_1661_,2.52
_1692_,2.52
_1734_,2.52
_1760_,2.52
_1796_,2.52
_1930_,2.52
_1936_,2.52
_0751_,2.5
_0780_,2.5
_0818_,2.5
_0916_,2.5
_0920_,2.5
_0999_,2.5
_1063_,2.5
_1411_,2.5
_1714_,2.5
_1919_,2.5
_1928_,2.5
_1931_,2.5
_1952_,2.5
_1996_,2.5
net289,2.5
net355,2.5
net471,2.5
net553,2.5
net718,2.5
net920,2.5
_0110_,2.485
_0192_,2.485
_0269_,2.485
_0288_,2.485
_0345_,2.485
_0515_,2.485
_0551_,2.485
_0552_,2.485
_0565_,2.485
_0655_,2.485
_0694_,2.485
_0713_,2.485
_0038_,2.42
_0046_,2.42
_0086_,2.42
_0251_,2.42
_0314_,2.42
_0315_,2.42
_0448_,2.42
_0489_,2.42
_0524_,2.42
_0563_,2.42
_0577_,2.42
_0583_,2.42
_0592_,2.42
_0604_,2.42
_0696_,2.42
net393,2.4
net476,2.4
net497,2.4
net587,2.4
net597,2.4
net614,2.4
net741,2.4
net768,2.4
net912,2.4
net934,2.4
net944,2.4
_1243_,2.38
_0019_,2.375
_0034_,2.375
_0113_,2.375
_0396_,2.375
_0437_,2.375
_0486_,2.375
net170,2.375
_0006_,2.325
_0017_,2.325
_0037_,2.325
_0071_,2.325
_0078_,2.325
_0201_,2.325
_0267_,2.325
_0279_,2.325
_0286_,2.325
_0391_,2.325
_0406_,2.325
_0424_,2.325
_0468_,2.325
_0470_,2.325
_0546_,2.325
_0549_,2.325
_0555_,2.325
_0559_,2.325
_0570_,2.325
_0625_,2.325
net174,2.325
net240,2.325
net280,2.325
net340,2.325
_1206_,2.3
net376,2.3
net377,2.3
net380,2.3
net389,2.3
net390,2.3
net394,2.3
net402,2.3
net403,2.3
net405,2.3
net409,2.3
net413,2.3
net417,2.3
net431,2.3
net435,2.3
net439,2.3
net447,2.3
net449,2.3
net450,2.3
net451,2.3
net459,2.3
net467,2.3
net481,2.3
net487,2.3
net488,2.3
net510,2.3
net514,2.3
net515,2.3
net524,2.3
net526,2.3
net531,2.3
net543,2.3
net556,2.3
net558,2.3
net581,2.3
net607,2.3
net609,2.3
net662,2.3
net664,2.3
net676,2.3
net692,2.3
net694,2.3
net720,2.3
net723,2.3
net736,2.3
net743,2.3
net745,2.3
net758,2.3
net766,2.3
net776,2.3
net809,2.3
net810,2.3
net838,2.3
net842,2.3
net845,2.3
net849,2.3
net851,2.3
net869,2.3
net897,2.3
net899,2.3
net926,2.3
net932,2.3
net938,2.3
net943,2.3
net953,2.3
net970,2.3
net404,2.28
_0033_,2.26
_0580_,2.26
_0233_,2.255
_0280_,2.255
_0284_,2.255
net304,2.255
_0368_,2.205
_0996_,2.18
net862,2.18
_0132_,2.16
_0212_,2.16
_0221_,2.16
_0227_,2.16
_0768_,2.16
_0774_,2.16
_0931_,2.16
_0949_,2.16
_1015_,2.16
_1210_,2.16
_1381_,2.16
_1382_,2.16
_1510_,2.16
_1791_,2.16
_1826_,2.16
_1883_,2.16
_1906_,2.16
_1938_,2.16
_1950_,2.16
_1951_,2.16
_1964_,2.16
net335,2.16
net623,2.16
net705,2.16
net819,2.16
net839,2.16
net957,2.16
net971,2.16
net206,2.145
net284,2.145
_0393_,2.135
_0676_,2.135
_0036_,2.125
_0042_,2.125
_0069_,2.125
_0312_,2.125
_0398_,2.125
_0411_,2.125
_0413_,2.125
_0452_,2.125
_0633_,2.125
_0690_,2.125
net234,2.125
_0109_,2.085
_0217_,2.085
_0399_,2.085
_0537_,2.085
_0543_,2.085
_0662_,2.085
_0716_,2.085
net278,2.085
_0157_,2.06
_0331_,2.06
_0758_,2.06
_0761_,2.06
_0767_,2.06
_0770_,2.06
_0777_,2.06
_0784_,2.06
_0790_,2.06
_0794_,2.06
_0795_,2.06
_0796_,2.06
_0798_,2.06
_0799_,2.06
_0802_,2.06
_0804_,2.06
_0833_,2.06
_0866_,2.06
_0912_,2.06
_1089_,2.06
_1122_,2.06
_1265_,2.06
_1488_,2.06
_1543_,2.06
_1547_,2.06
_1581_,2.06
_1587_,2.06
_1589_,2.06
_1651_,2.06
_1652_,2.06
_1669_,2.06
_1678_,2.06
_1681_,2.06
_1695_,2.06
_1711_,2.06
_1745_,2.06
_1761_,2.06
_1764_,2.06
_1824_,2.06
_1893_,2.06
_1918_,2.06
_1939_,2.06
_1943_,2.06
_2033_,2.06
_0740_,2.04
_0994_,2.04
_1353_,2.04
_1528_,2.04
_1844_,2.04
_1848_,2.04
_1989_,2.04
net217,2.04
net225,2.04
net325,2.04
net554,2.04
net695,2.04
_0002_,2.025
_0008_,2.025
_0026_,2.025
_0032_,2.025
_0074_,2.025
_0080_,2.025
_0164_,2.025
_0186_,2.025
_0262_,2.025
_0289_,2.025
_0294_,2.025
_0326_,2.025
_0329_,2.025
_0334_,2.025
_0383_,2.025
_0435_,2.025
_0446_,2.025
_0488_,2.025
_0491_,2.025
_0493_,2.025
_0511_,2.025
_0523_,2.025
_0556_,2.025
_0578_,2.025
_0597_,2.025
_0635_,2.025
_0639_,2.025
_0666_,2.025
_0677_,2.025
_0681_,2.025
_0684_,2.025
_0693_,2.025
_0709_,2.025
net264,1.975
net445,1.94
net458,1.94
net482,1.94
net498,1.94
net529,1.94
net570,1.94
net648,1.94
net674,1.94
net780,1.94
net782,1.94
net790,1.94
net816,1.94
net834,1.94
net855,1.94
net870,1.94
net878,1.94
net918,1.94
net928,1.94
net963,1.94
net968,1.94
_0001_,1.915
net296,1.915
_0022_,1.865
_0048_,1.865
_0077_,1.865
_0083_,1.865
_0257_,1.865
_0304_,1.865
_0319_,1.865
_0343_,1.865
_0378_,1.865
_0397_,1.865
_0503_,1.865
_0516_,1.865
_0517_,1.865
_0519_,1.865
_0526_,1.865
_0535_,1.865
_0545_,1.865
_0560_,1.865
_0586_,1.865
_0593_,1.865
_0594_,1.865
_0606_,1.865
_0617_,1.865
_0620_,1.865
_0647_,1.865
_0654_,1.865
_0669_,1.865
net272,1.865
net282,1.865
net290,1.865
net419,1.84
net463,1.84
net484,1.84
net593,1.84
net626,1.84
net651,1.84
net658,1.84
net660,1.84
net683,1.84
net710,1.84
net715,1.84
net725,1.84
net726,1.84
net748,1.84
net754,1.84
net763,1.84
net787,1.84
net796,1.84
net798,1.84
net802,1.84
net803,1.84
net817,1.84
net831,1.84
net832,1.84
net837,1.84
net841,1.84
net861,1.84
net864,1.84
net874,1.84
net879,1.84
net886,1.84
net887,1.84
net898,1.84
net900,1.84
net907,1.84
net921,1.84
net950,1.84
net955,1.84
net972,1.84
_0014_,1.745
_0453_,1.745
net342,1.745
_0127_,1.7
_0226_,1.7
_0240_,1.7
_0245_,1.7
_0797_,1.7
_0835_,1.7
_1676_,1.7
_1742_,1.7
_1799_,1.7
_1891_,1.7
_1993_,1.7
_2016_,1.7
net153,1.7
net755,1.7
net190,1.685
net200,1.685
net260,1.685
_0766_,1.6
_0853_,1.6
_0895_,1.6
_1447_,1.6
_1525_,1.6
_1570_,1.6
_1609_,1.6
_1690_,1.6
_1706_,1.6
_1726_,1.6
_1744_,1.6
_1746_,1.6
_1762_,1.6
_1793_,1.6
_1827_,1.6
_1854_,1.6
_1892_,1.6
_1904_,1.6
_1912_,1.6
_1985_,1.6
_0098_,1.575
_0443_,1.575
_0579_,1.575
_0609_,1.575
net202,1.575
net262,1.575
net268,1.575
net274,1.575
_1235_,1.48
net378,1.48
net401,1.48
net489,1.48
net611,1.48
net618,1.48
net673,1.48
net681,1.48
net732,1.48
net828,1.48
net929,1.48
net935,1.48
_0386_,1.405
_0514_,1.405
_0548_,1.405
_0574_,1.405
_0623_,1.405
_0643_,1.405
